Cathalus,Cathalus alutaceus,182.5,182.5
Catopamera,Catopamera augheyi,35.55,35.55
Catopamera,Catopamera bradleyi,35.55,35.55
Catopsylla,Catopsylla crawfordi,35.55,35.55
Catopsylla,Catopsylla prima,35.55,35.55
Caudaphis,Caudaphis angustivola,119.0,119.0
Caudaphis,Caudaphis brevicrura,119.0,119.0
Caudaphis,Caudaphis leptoneura,119.0,119.0
Caudaphis,Caudaphis longiantennata,119.0,119.0
Caudaphis,Caudaphis minulissima,119.0,119.0
Caudaphis,Caudaphis modica,119.0,119.0
Caudaphis,Caudaphis spinalis,119.0,119.0
Caudaphis,Caudaphis vulgata,119.0,119.0
Caulinus,Caulinus burmitis,96.55,96.55
Cedusa,Cedusa baylissae,19.5,19.5
Cedusa,Cedusa credula,17.130000000000003,17.130000000000003
Celantia,Celantia seposita,35.95,35.95
Celinapterix,Celinapterix bellissima,57.25,57.25
Cephalocoris,Cephalocoris pilosus,12.154,12.154
Ceratocombus,Ceratocombus (Ceratocombus) hurdi,19.5,19.5
Cercopidium,Cercopidium mimas,142.6,142.6
Cercopidium,Cercopidium rugulosum,60.400000000000006,60.400000000000006
Cercopion,Cercopion reticulata,117.245,117.245
Cercopis,Cercopis amaguensis,18.205000000000002,18.205000000000002
Cercopis,Cercopis astricta,48.25,48.25
Cercopis,Cercopis aurata,0.00585,0.00585
Cercopis,Cercopis cephalinus,48.25,48.25
Cercopis,Cercopis charpentieri,12.154,12.154
Cercopis,Cercopis fasciata,12.154,12.154
Cercopis,Cercopis germari,12.154,12.154
Cercopis,Cercopis gigantea,12.154,12.154
Cercopis,Cercopis grandescens,51.9,51.9
Cercopis,Cercopis lanceolata,12.154,12.154
Cercopis,Cercopis longicollis,12.154,12.154
Cercopis,Cercopis melaena,35.95,35.95
Cercopis,Cercopis oeningensis,12.154,12.154
Cercopis,Cercopis pallida,12.154,12.154
Cercopis,Cercopis rectelinea,12.154,12.154
Cercopis,Cercopis selwyni,48.65,48.65
Cercopis,Cercopis suffocata,35.55,35.55
Cercopites,Cercopites calliscens,48.25,48.25
Cercopites,Cercopites torpescens,51.9,51.9
Cercopites,Cercopites umbratilis,48.25,48.25
Ceresopsis,Ceresopsis costalis,196.05,196.05
Ceresopsis,Ceresopsis ornata,196.05,196.05
Ceresopsis,Ceresopsis vitrea,196.05,196.05
Chalicoridulum,Chalicoridulum montsecensis,127.725,127.725
Chanithus,Chanithus vishneviensis,13.789000000000001,13.789000000000001
Chengdecercopis,Chengdecercopis xiaofanzhangziensis,161.7,161.7
Chilacis,Chilacis univestis,25.715,25.715
Chiliocycla,Chiliocycla scolopoides,218.25,218.25
Chinchekoala,Chinchekoala qunita,51.9,51.9
Chloriona,Chloriona stavropolitana,13.789000000000001,13.789000000000001
Cholula,Cholula triguttata,48.25,48.25
Chorotingioites,Chorotingioites priscus,44.5,44.5
Cicada,Cicada aichhorni,12.154,12.154
Cicada,Cicada bifasciata,12.154,12.154
Cicada,Cicada grandiosa,35.55,35.55
Cicada,Cicada orni,3.0940000000000003,3.0940000000000003
Cicada,Cicada ungeri,12.154,12.154
Cicadatra,Cicadatra serresi,25.565,25.715
Cicadella,Cicadella scudderi,48.25,48.25
Cicadella,Cicadella viridis,13.789000000000001,13.789000000000001
Cicadellites,Cicadellites bruckmanni,12.154,12.154
Cicadellites,Cicadellites nigriventris,12.154,12.154
Cicadellites,Cicadellites oblongus,12.154,12.154
Cicadellites,Cicadellites obscurus,25.565,25.565
Cicadellites,Cicadellites pallidus,12.154,12.154
Cicadellites,Cicadellites theobaldi,3.0940000000000003,3.0940000000000003
Cicadellium,Cicadellium dipsas,142.6,142.6
Cicadellium,Cicadellium pulcher,142.6,142.6
