"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","image_no","lng","lat"
"837719","occ","","","71873","Tetrabelodon angustidens","species","104414","MN 4","","16.9","15.97","31402","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","0.500000","43.983334"
"837733","occ","","","92952","Mammut","genus","43274","Neogene","","23.03","2.588","31406","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","114.566666","4.400000"
"837734","occ","","","92953","Elephas","genus","43264","Middle Pleistocene","","0.781","0.126","31406","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","117.156387","-0.503611"
"837735","occ","","","92954","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","31407","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-6.233889","54.599998"
"837738","occ","","","92955","Mammuthus primigenius","species","46027","Holocene","","0.0117","0","31408","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-170.344727","57.177502"
"838600","occ","","","76844","Stegodon","genus","43271","Early Pleistocene","","2.588","0.781","31443","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","120.407219","23.048889"
"838601","occ","","","76844","Stegodon","genus","43271","Early Pleistocene","","2.588","0.781","31443","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","120.407219","23.048889"
"838602","occ","","","76844","Elephas","genus","43264","Early Pleistocene","","2.588","0.781","31443","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","120.407219","23.048889"
"838603","occ","","","76844","Mammuthus","genus","43266","Early Pleistocene","","2.588","0.781","31443","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","120.407219","23.048889"
"838604","occ","","","76844","Elephas","genus","43264","Early Pleistocene","","2.588","0.781","31443","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","120.407219","23.048889"
"838779","occ","","","93103","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","3185","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-96.707497","32.714722"
"838780","occ","","","93103","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","3185","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-96.707497","32.714722"
"839000","occ","","","93136","Stegomastodon aftoniae","species","161001","Early Pleistocene","","2.588","0.781","2707","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Stegomastodon","1254","-96.516670","42.833332"
"839086","occ","22623","","93141","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","31458","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-106.883331","34.883331"
"839088","occ","","","93142","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","31473","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-98.255836","30.265278"
"839107","occ","","","93143","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","31473","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-98.255836","30.265278"
"839963","occ","","","93180","Mammuthus primigenius","species","46027","Pleistocene","","2.588","0.0117","31485","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-5.835278","54.849998"
"839976","occ","","","93181","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","31486","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-108.199997","44.983334"
"840124","occ","","","93182","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","31487","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-112.583336","44.633331"
"841089","occ","","","93235","Stegomastodon waringi","species","252389","Late Pleistocene","Holocene","0.126","0","31515","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Stegomastodon","1254","-37.738888","-5.241944"
"841165","occ","","","93246","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","31522","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-103.199997","32.116669"
"841166","occ","","","93246","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","31522","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-103.199997","32.116669"
"841172","occ","","","93249","Proboscidea","order","43230","Pleistocene","","2.588","0.0117","31523","Chordata","Mammalia","Proboscidea","","","1148","-119.816666","35.933334"
"841190","occ","22671","","74235","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","31458","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-122.233330","40.916668"
"841223","occ","","","93251","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","31525","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-120.500000","43.333332"
"841243","occ","","","93254","Proboscidea","order","43230","Late Pleistocene","","0.126","0.0117","31527","Chordata","Mammalia","Proboscidea","","","1148","-98.583336","35.549999"
"841320","occ","","","93266","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","3869","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-111.916664","40.458332"
"841369","occ","","","93275","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","31540","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-110.116669","31.416668"
"841751","occ","","","93333","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","31579","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-103.466667","43.433334"
"841774","occ","","","93339","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","31581","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-151.000000","65.349998"
"841783","occ","","","93341","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","31583","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-154.899994","69.683334"
"841976","occ","22697","","93376","Mammuthus","genus","43266","Late Pleistocene","Holocene","0.126","0","31458","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-106.400002","35.258331"
"841982","occ","","","93377","Mammut americanum","species","46016","Late Pleistocene","Holocene","0.126","0","31597","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-106.400002","35.258331"
"841983","occ","22696","","93377","Mammuthus","genus","43266","Late Pleistocene","Holocene","0.126","0","31458","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-106.400002","35.258331"
"842273","occ","22710","","93483","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","31458","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-122.500000","37.666668"
"842288","occ","","","93486","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","31631","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-90.166664","38.900002"
"842403","occ","","","93502","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-93.988052","43.559444"
"842404","occ","","","93504","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-93.206390","43.758888"
"842405","occ","","","93505","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-92.985558","44.272221"
"842406","occ","","","93506","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-92.536942","44.566113"
"842420","occ","","","93507","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-93.237778","44.093056"
"842421","occ","","","93508","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-94.194443","46.357224"
"842422","occ","","","93509","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-93.321114","44.960278"
"842423","occ","","","93510","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-92.853333","44.726944"
"842424","occ","","","93511","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-93.926666","43.586388"
"842425","occ","","","93512","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-93.093613","44.943611"
"842426","occ","","","93513","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-93.362503","43.648609"
"842427","occ","","","93514","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-95.948059","44.318890"
"842428","occ","","","93515","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-93.143608","44.640278"
"842429","occ","","","93516","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-92.806114","45.056389"
"842430","occ","","","93517","Mastodon bumiajuensis","species","161897","Early Pleistocene","","2.588","0.781","31625","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","109.006386","-7.244167"
"842432","occ","","","93519","Mastodon bumiajuensis","species","161897","Early Pleistocene","","2.588","0.781","31625","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","110.816391","-7.400000"
"842438","occ","","","93520","Stegodon trigonocephalus","species","161878","Early Pleistocene","","2.588","0.781","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","107.449722","-7.076111"
"842450","occ","","","93521","Stegodon trigonocephalus","species","161878","Early Pleistocene","","2.588","0.781","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","111.349998","-7.366667"
"842466","occ","","","93522","Stegodon trigonocephalus","species","161878","Early Pleistocene","","2.588","0.781","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","111.660835","-7.411667"
"842467","occ","","","93522","Stegodon","genus","43271","Early Pleistocene","","2.588","0.781","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","111.660835","-7.411667"
"842468","occ","","","93522","Elephas","genus","43264","Early Pleistocene","","2.588","0.781","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","111.660835","-7.411667"
"842483","occ","","","93523","Stegodon trigonocephalus","species","161878","Late Pleistocene","","0.126","0.0117","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","111.446388","-7.341667"
"842484","occ","","","93523","Elephas","genus","43264","Late Pleistocene","","0.126","0.0117","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","111.446388","-7.341667"
"842497","occ","","","93524","Elephas maximus","species","104147","Late Pleistocene","","0.126","0.0117","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","111.029167","-8.137222"
"842513","occ","","","93525","Archidiskodon celebensis","species","161899","Early Pleistocene","","2.588","0.781","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","119.963890","-4.379722"
"842518","occ","","","93525","Stegodon sompoensis","species","161880","Early Pleistocene","","2.588","0.781","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","119.963890","-4.379722"
"842534","occ","","","93527","Proboscidea","order","43230","Late Pleistocene","","0.126","0.0117","31646","Chordata","Mammalia","Proboscidea","","","1148","-96.966667","33.066666"
"842781","occ","","","93543","Archidiskodon celebensis","species","161899","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","120.016670","-4.383611"
"842784","occ","","","93543","Stegodon sompoensis","species","161880","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","120.016670","-4.383611"
"842786","occ","","","93545","Archidiskodon celebensis","species","161899","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","120.016670","-4.383611"
"842789","occ","","","93546","Stegodon sompoensis","species","161880","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","120.000000","-4.270833"
"842790","occ","","","93546","Archidiskodon celebensis","species","161899","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","120.000000","-4.270833"
"842799","occ","","","93548","Stegodon","genus","43271","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","120.000000","-4.385556"
"842800","occ","","","93548","Archidiskodon celebensis","species","161899","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","120.000000","-4.385556"
"842840","occ","","","93555","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","31685","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-141.876663","64.053329"
"842869","occ","","","93557","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31687","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-97.900002","36.116669"
"843028","occ","","","93599","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","31714","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-110.166664","31.549999"
"843165","occ","","","93567","Stegodon sompoensis","species","161880","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","120.091393","-4.265833"
"843166","occ","","","93622","Archidiskodon celebensis","species","161899","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","120.045830","-4.385833"
"843167","occ","","","93623","Stegodon sompoensis","species","161880","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","120.036392","-4.368056"
"843172","occ","","","93623","Archidiskodon celebensis","species","161899","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","120.036392","-4.368056"
"843173","occ","","","93624","Archidiskodon celebensis","species","161899","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","120.036110","-4.330556"
"843174","occ","","","93625","Stegodon sompoensis","species","161880","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","120.000000","-4.367500"
"843177","occ","","","93627","Stegodon sompoensis","species","161880","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","120.050552","-4.387222"
"843178","occ","","","93628","Archidiskodon celebensis","species","161899","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","120.019997","-4.389722"
"843181","occ","","","93630","Archidiskodon celebensis","species","161899","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","120.000000","-4.362222"
"843182","occ","","","93631","Stegodon sompoensis","species","161880","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","120.026947","-4.367222"
"843183","occ","","","93632","Stegodon","genus","43271","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","120.026947","-4.367222"
"843186","occ","","","93633","Stegodon sompoensis","species","161880","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","120.016113","-4.359722"
"843188","occ","","","93634","Stegodon","genus","43271","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","120.036392","-4.368056"
"843189","occ","","","93635","Archidiskodon celebensis","species","161899","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","120.016945","-4.181944"
"843191","occ","","","93635","Stegodon sompoensis","species","161880","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","120.016945","-4.181944"
"843193","occ","","","93636","Stegodon","genus","43271","Middle Pleistocene","","0.781","0.126","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","120.091393","-4.265556"
"843194","occ","","","93636","Elephas","genus","43264","Middle Pleistocene","","0.781","0.126","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","120.091393","-4.265556"
"843198","occ","","","93639","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","24034","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-99.699997","19.566668"
"843281","occ","","","93660","Stegodon sondaari","species","157815","Early Pleistocene","","2.588","0.781","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","121.129166","-8.691111"
"843284","occ","","","93668","Stegodon florensis","species","161881","Middle Pleistocene","","0.781","0.126","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","121.116669","-8.650000"
"843288","occ","","","93669","Stegodon florensis","species","161881","Middle Pleistocene","","0.781","0.126","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","121.128891","-8.690833"
"843291","occ","","","93670","Stegodon florensis","species","161881","Middle Pleistocene","","0.781","0.126","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","121.094444","-8.690278"
"843315","occ","","","93676","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","31763","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-90.366669","38.366669"
"843322","occ","","","93677","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","31764","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-123.116669","48.049999"
"843776","occ","","","93771","Stegolophodon","genus","43272","Burdigalian","","20.44","15.97","31889","Chordata","Mammalia","Proboscidea","Stegodontidae","Stegolophodon","1148","135.000000","34.000000"
"843777","occ","","","93783","Stegolophodon","genus","43272","Burdigalian","","20.44","15.97","31889","Chordata","Mammalia","Proboscidea","Stegodontidae","Stegolophodon","1148","140.900558","37.046391"
"843778","occ","","","93784","Stegolophodon","genus","43272","Burdigalian","","20.44","15.97","31889","Chordata","Mammalia","Proboscidea","Stegodontidae","Stegolophodon","1148","134.820282","35.544445"
"843779","occ","","","93785","Stegolophodon","genus","43272","Burdigalian","","20.44","15.97","31889","Chordata","Mammalia","Proboscidea","Stegodontidae","Stegolophodon","1148","140.928604","37.030834"
"843783","occ","","","93786","Stegolophodon","genus","43272","Burdigalian","","20.44","15.97","31889","Chordata","Mammalia","Proboscidea","Stegodontidae","Stegolophodon","1148","140.983337","38.333332"
"843784","occ","","","93787","Stegolophodon","genus","43272","Burdigalian","","20.44","15.97","31889","Chordata","Mammalia","Proboscidea","Stegodontidae","Stegolophodon","1148","140.781387","38.063889"
"843785","occ","","","93788","Stegolophodon","genus","43272","Burdigalian","","20.44","15.97","31889","Chordata","Mammalia","Proboscidea","Stegodontidae","Stegolophodon","1148","137.203613","36.696110"
"843786","occ","","","93789","Stegolophodon","genus","43272","Burdigalian","","20.44","15.97","31889","Chordata","Mammalia","Proboscidea","Stegodontidae","Stegolophodon","1148","137.333054","36.601944"
"843787","occ","","","93790","Stegolophodon","genus","43272","Langhian","","15.97","13.82","31889","Chordata","Mammalia","Proboscidea","Stegodontidae","Stegolophodon","1148","137.136108","36.579166"
"844042","occ","","","93875","Stegolophodon","genus","43272","Burdigalian","","20.44","15.97","31889","Chordata","Mammalia","Proboscidea","Stegodontidae","Stegolophodon","1148","137.203613","36.696110"
"844043","occ","","","93876","Stegolophodon","genus","43272","Burdigalian","","20.44","15.97","31889","Chordata","Mammalia","Proboscidea","Stegodontidae","Stegolophodon","1148","137.141663","36.649166"
"844044","occ","","","93877","Stegolophodon","genus","43272","Burdigalian","","20.44","15.97","31889","Chordata","Mammalia","Proboscidea","Stegodontidae","Stegolophodon","1148","136.986664","36.857498"
"844045","occ","","","93878","Stegolophodon","genus","43272","Burdigalian","","20.44","15.97","31889","Chordata","Mammalia","Proboscidea","Stegodontidae","Stegolophodon","1148","136.899170","37.390556"
"844046","occ","","","93879","Stegolophodon","genus","43272","Burdigalian","","20.44","15.97","31889","Chordata","Mammalia","Proboscidea","Stegodontidae","Stegolophodon","1148","129.553604","33.368057"
"844047","occ","","","93880","Stegolophodon","genus","43272","Burdigalian","","20.44","15.97","31889","Chordata","Mammalia","Proboscidea","Stegodontidae","Stegolophodon","1148","140.410828","36.542500"
"844048","occ","","","93881","Stegolophodon","genus","43272","Burdigalian","","20.44","15.97","31889","Chordata","Mammalia","Proboscidea","Stegodontidae","Stegolophodon","1148","140.386948","36.503613"
"845072","occ","","","22307","Stegodon kaisensis","species","162920","Tortonian","Messinian","11.62","5.333","31949","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","35.833302","0.833300"
"847895","occ","","","94323","Stegodon sumbaensis","species","162470","Pleistocene","","2.588","0.0117","32078","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","120.326385","-9.762222"
"847899","occ","","","94325","Loxodonta creutzburgi","species","159789","Early Pleistocene","Late Pleistocene","2.588","0.0117","32076","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta","1214","24.809168","35.240002"
"847902","occ","","","94325","Mammuthus","genus","43266","Early Pleistocene","Late Pleistocene","2.588","0.0117","32076","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","24.809168","35.240002"
"847915","occ","","","94327","Mammuthus lamarmorae","species","159784","Late Pliocene","Late Pleistocene","3.6","0.0117","32076","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","9.000000","40.120834"
"847930","occ","","","94328","Palaeoloxodon mnaidriensis","species","159778","Early Pleistocene","Late Pleistocene","2.588","0.0117","32076","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","14.658611","37.397778"
"847934","occ","","","94328","Elephas falconeri","species","159780","Early Pleistocene","Late Pleistocene","2.588","0.0117","32076","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","14.658611","37.397778"
"847936","occ","","","94329","Elephas cypriotes","species","159794","Middle Pleistocene","","0.781","0.126","32076","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","33.429722","35.126389"
"849600","occ","","","94424","Elephantidae","family","43263","Pleistocene","","2.588","0.0117","32105","Chordata","Mammalia","Proboscidea","Elephantidae","","1256","-108.142776","38.468056"
"849601","occ","","","94425","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","32106","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-118.200836","33.733334"
"849610","occ","","","94426","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","32107","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-82.080002","36.900833"
"850787","occ","","","94578","Mammuthus primigenius","species","46027","Pleistocene","","2.588","0.0117","32187","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-92.726387","41.741390"
"851024","occ","","","94612","Stegodon luzonensis","species","164278","Pleistocene","","2.588","0.0117","32220","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","121.053612","14.550833"
"851025","occ","","","94613","Elephas beyeri","species","164279","Pleistocene","","2.588","0.0117","32220","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","124.563889","9.769167"
"865685","occ","","","20385","Proboscidea","order","43230","Irvingtonian","","1.8","0.3","32583","Chordata","Mammalia","Proboscidea","","","1148","-82.668053","29.011944"
"872450","occ","","","96686","Numidotherium","genus","98252","Priabonian","","38","33.9","32948","Chordata","Mammalia","Proboscidea","Numidotheriidae","Numidotherium","1148","-16.031944","23.355000"
"872699","occ","","","71202","Anancus arvernensis","species","161971","Piacenzian","","3.6","2.588","32997","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","10.850000","43.683334"
"872701","occ","","","96720","Anancus arvernensis","species","161971","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","10.875833","43.652500"
"872708","occ","","","96723","Mammuthus meridionalis","species","46026","Middle Pleistocene","","0.781","0.126","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","10.771667","43.662498"
"872709","occ","","","96723","Palaeoloxodon antiquus","species","159781","Middle Pleistocene","","0.781","0.126","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","10.771667","43.662498"
"872728","occ","","","96725","Anancus arvernensis","species","161971","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","10.740833","43.655556"
"872729","occ","","","96725","Mammuthus meridionalis","species","46026","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","10.740833","43.655556"
"872730","occ","","","45480","Anancus arvernensis","species","161971","Piacenzian","","3.6","2.588","32997","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","10.737222","43.636665"
"872741","occ","","","96728","Anancus arvernensis","species","161971","Pleistocene","","2.588","0.0117","32997","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","10.698056","43.625000"
"872743","occ","","","96729","Anancus arvernensis","species","161971","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","10.688889","43.638058"
"872744","occ","","","96729","Mammuthus meridionalis","species","46026","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","10.688889","43.638058"
"872745","occ","","","96730","Anancus arvernensis","species","161971","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","10.712778","43.607498"
"872746","occ","","","96731","Anancus arvernensis","species","161971","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","10.791111","43.629444"
"872747","occ","","","96732","Anancus arvernensis","species","161971","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","10.789722","43.618332"
"872748","occ","","","96733","Anancus arvernensis","species","161971","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus","1254","10.760000","43.606667"
"872750","occ","","","96735","Mammuthus","genus","43266","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","10.800833","43.577778"
"872751","occ","","","96737","Mammuthus meridionalis","species","46026","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","10.754444","43.582779"
"872752","occ","","","96738","Mammuthus meridionalis","species","46026","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","10.722500","43.550835"
"872753","occ","","","96738","Mammuthus","genus","43266","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","10.722500","43.550835"
"872754","occ","","","96738","Mammuthus meridionalis","species","46026","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","10.722500","43.550835"
