"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1228163","occ","","","161518","Notonecta (Paranecta) unifasciata","species","305200","Holocene","","0.0117","0","52626"
"1228164","occ","","","161518","Ranatra fusca","species","305203","Holocene","","0.0117","0","52626"
"1228165","occ","","","161518","Ranatra brevicollis","species","305202","Holocene","","0.0117","0","52626"
"1228169","occ","","","161521","Draycotia cordovae","species","305111","Tarantian","","0.126","0.012","52629"
"1228170","occ","","","135664","Eogyropsylla paveloctogenarius","species","305112","Lutetian","","47.8","41.3","52630"
"1228337","occ","","","161518","Belostoma bakeri","species","305204","Holocene","","0.0117","0","52645"
"1228338","occ","","","161537","Lethocerus americanus","species","305205","Holocene","","0.0117","0","52645"
"1229403","occ","","","122472","Paleoploiariola venosa","species","305634","Burdigalian","Langhian","20.44","13.82","52699"
"1229419","occ","","","122472","Paralienates hyalinus","species","305637","Burdigalian","Langhian","20.44","13.82","52701"
"1229420","occ","","","155411","Electrobates spinipes","species","296893","Burdigalian","Langhian","20.44","13.82","52702"
"1229950","occ","","","122387","Cretaceomira phalanx","species","305791","Late Campanian","","83.5","70.6","52732"
"1229985","occ","","","111558","Pseudipsvicia ala","species","305858","Norian","","228","208.5","37201"
"1229986","occ","","","138748","Cicadocoris sinensis","species","216279","Callovian","Oxfordian","166.1","157.3","52743"
"1229988","occ","","","113365","Cicadocoris sinensis","species","216279","Callovian","Oxfordian","166.1","157.3","52743"
"1229989","occ","","","117610","Cicadocoris sinensis","species","216279","Callovian","Oxfordian","166.1","157.3","52743"
"1229990","occ","","","155751","Cicadocoris sinensis","species","216279","Callovian","Oxfordian","166.1","157.3","52743"
"1230120","occ","","","106483","Triassodoecus chinai","species","305859","Anisian","","247.2","242","39038"
"1231988","occ","","","155161","Mesolygaeus laiyangensis","species","237758","Late Aptian","","122.46","112.03","52805"
"1232027","occ","","","120036","Lygaeidae","family","179832","MP 11","","48.6","40.4","52813"
"1232028","occ","","","120036","Amphibolus disponsi","species","306083","MP 11","","48.6","40.4","52813"
"1232033","occ","","","162187","Tauborixella santosae","species","294696","Chattian","","28.1","23.03","52816"
"1232034","occ","","","162188","Parafitopteryx duarteae","species","306088","Chattian","","28.1","23.03","52816"
"1232050","occ","","","122501","Neides oligocenicus","species","306100","Chattian","","28.1","23.03","51672"
"1232051","occ","","","156164","Berytidae","family","211661","Turolian","","8.7","5.333","51672"
"1232052","occ","","","123766","Mindarus harringtoni","species","306104","Priabonian","","38","33.9","52820"
"1232153","occ","","","124073","Bolbossus bervoetsi","species","349500","Priabonian","","38","33.9","52835"
"1232154","occ","","","124073","Macropsini","tribe","306170","Priabonian","","38","33.9","52835"
"1232155","occ","","","124073","Macropsini","tribe","306170","Priabonian","","38","33.9","52835"
"1232156","occ","","","124073","Typhlocybinae","subfamily","226367","Priabonian","","38","33.9","52835"
"1232157","occ","","","124073","Bathysmatophorini","tribe","282097","Priabonian","","38","33.9","52835"
"1232163","occ","","","106381","Palaphrodes irregularis","species","208150","Chadronian","","37.2","33.9","52840"
"1232164","occ","","","106381","Palecphora communis","species","208088","Chadronian","","37.2","33.9","52840"
"1232165","occ","","","106381","Palecphora praevalens","species","208089","Chadronian","","37.2","33.9","52840"
"1232166","occ","","","106382","Palecphora communis","species","208088","Chadronian","","37.2","33.9","52840"
"1232167","occ","","","106379","Palecphora praevalens","species","208089","Chadronian","","37.2","33.9","52840"
"1233526","occ","","","115792","Lygaenocoris prynadai","species","306453","Callovian","Oxfordian","166.1","157.3","52893"
"1236538","occ","","","123794","Anoeciinae","subfamily","222719","Priabonian","","38","33.9","51561"
"1236540","occ","","","123794","Drepanosiphinae","subfamily","202814","Priabonian","","38","33.9","51561"
"1236541","occ","","","123794","Elektraphididae","family","222717","Priabonian","","38","33.9","51561"
"1236576","occ","","","161726","Burmametra macrocarinata","species","306960","Early Cenomanian","","99.6","93.5","52990"
"1236577","occ","","","123794","Eriosomatinae","subfamily","214526","Priabonian","","38","33.9","51561"
"1236578","occ","","","162749","Eusarcoris shimozukensis","species","306966","Middle Pleistocene","","0.781","0.126","52991"
"1236597","occ","","","109196","Lygaeidae","family","179832","Piacenzian","","3.6","2.588","52998"
"1237645","occ","","","103657","Cretacallis polysensoria","species","306900","Aptian","","125","113","53057"
"1238066","occ","","","163070","Salda littoralis","species","307524","Late Pleistocene","","0.126","0.0117","53071"
"1238067","occ","","","163070","Saldula saltatoria","species","307525","Late Pleistocene","","0.126","0.0117","53071"
"1238068","occ","","","163070","Aphrodes bifasciatus","species","307528","Late Pleistocene","","0.126","0.0117","53071"
"1238069","occ","","","163070","Strongylocephalus agrestis","species","307533","Late Pleistocene","","0.126","0.0117","53071"
"1238070","occ","","","163070","Deltocephalus ocellaris","species","307536","Late Pleistocene","","0.126","0.0117","53071"
"1238823","occ","","","120352","Pentatomidae","family","71388","Thanetian","","59.2","56","53100"
"1238897","occ","","","105375","Palaeoaphis armani","species","307926","Early Campanian","","83.5","70.6","53126"
"1238898","occ","","","105375","Canadaphis kovalevi","species","306897","Early Campanian","","83.5","70.6","53126"
"1238899","occ","","","105375","Alloambria phoenicis","species","306780","Early Campanian","","83.5","70.6","53126"
"1238900","occ","","","113470","Metoisops punctatus","species","307927","Priabonian","","38","33.9","53127"
"1238901","occ","","","138756","Stomaphis eupetes","species","307929","Middle Miocene","","15.97","11.608","53128"
"1238902","occ","","","125992","Stomaphis eupetes","species","307929","Middle Miocene","","15.97","11.608","53128"
"1238903","occ","","","125991","Stomaphis eupetes","species","307929","Middle Miocene","","15.97","11.608","53128"
"1238904","occ","","","163148","Stomaphis eupetes","species","307929","Middle Miocene","","15.97","11.608","53128"
"1238905","occ","","","163149","Stomaphis eupetes","species","307929","Middle Miocene","","15.97","11.608","53128"
"1240550","occ","","","163475","Canteronecta irajae","species","308520","Late Aptian","","122.46","112.03","53266"
"1240551","occ","","","163475","Notonecta mazzoniae","species","216496","Late Aptian","","122.46","112.03","39679"
"1240552","occ","","","123913","Nigrosiphum scholzae","species","308524","Chattian","","28.1","23.03","53267"
"1240553","occ","","","123913","Fossilicallis antiquus","species","306964","Chattian","","28.1","23.03","53267"
"1240554","occ","","","123913","Tetraneurites provincialis","species","256555","Chattian","","28.1","23.03","53267"
"1240555","occ","","","123913","Tetraneurites provincialis","species","256555","Chattian","","28.1","23.03","53267"
"1243045","occ","","","105969","Szelegiewiczia maculata","species","309352","Aptian","","125","113","53463"
"1243046","occ","","","105969","Holmaniella papillata","species","309354","Aptian","","125","113","53463"
"1243047","occ","","","105969","Bajsaphis kononovae","species","306896","Aptian","","125","113","53463"
"1243048","occ","","","120811","Greenidea longicornis","species","309356","Priabonian","","38","33.9","47510"
"1243049","occ","","","120811","Mindarus transparens","species","285945","Priabonian","","38","33.9","47510"
"1243050","occ","","","120811","Palaeosiphon hirsutum","species","223739","Priabonian","","38","33.9","47510"
"1243645","occ","","","163861","Oligocallis hakolampii","species","309461","Priabonian","","38","33.9","53496"
"1245176","occ","","","164187","Reduviidae","family","193775","MP 11","","48.6","40.4","53574"
"1245183","occ","","","120798","Cydnidae","family","176543","MP 11","","48.6","40.4","53574"
"1245184","occ","","","120798","Miridae","family","210279","MP 11","","48.6","40.4","53574"
"1245444","occ","","","120798","Pentatomidae","family","71388","MP 11","","48.6","40.4","53574"
"1245445","occ","","","120798","Cicadidae","family","71745","MP 11","","48.6","40.4","53574"
"1245446","occ","","","120798","Cicadomorpha","infraorder","175971","MP 11","","48.6","40.4","53574"
"1245447","occ","","","120798","Membracidae","family","212522","MP 11","","48.6","40.4","53574"
"1245448","occ","","","120798","Auchenorrhyncha","suborder","70507","MP 11","","48.6","40.4","53574"
"1246407","occ","","","152089","Tymocicada gorbunovi","species","310422","Middle Miocene","","15.97","11.608","53641"
"1247071","occ","","","123464","Secusellinaphis khotontensis","species","310518","Early Aptian","","125.45","122.46","53697"
"1247072","occ","","","123464","Vetellinaphis cracens","species","310520","Early Aptian","","125.45","122.46","53697"
"1247073","occ","","","123464","Vetellinaphis longalata","species","310521","Early Aptian","","125.45","122.46","53697"
"1247074","occ","","","123464","Ellinaphidinae","subfamily","270000","Early Aptian","","125.45","122.46","53697"
"1247075","occ","","","118216","Bajsaphis abbreviata","species","310523","Aptian","","125","113","53698"
"1247076","occ","","","118216","Bajsaphis cuspidata","species","310524","Aptian","","125","113","53698"
"1247077","occ","","","118216","Bajsaphis eridmata","species","310525","Aptian","","125","113","53698"
"1247078","occ","","","118216","Bajsaphis kononovae","species","306896","Aptian","","125","113","53698"
"1247079","occ","","","118216","Bajsaphididae","family","310522","Aptian","","125","113","53698"
"1247080","occ","","","113403","Bajsaphis pulchra","species","310526","Aptian","","125","113","53698"
"1247081","occ","","","122471","Shapashe aithiopa","species","310528","Late Barremian","","130","125.45","53699"
"1247082","occ","","","122471","Milqartis azari","species","310530","Late Barremian","","130","125.45","53699"
"1247083","occ","","","122471","Yamis libanotos","species","310534","Late Barremian","","130","125.45","53699"
"1247084","occ","","","138801","Aretsaya therina","species","310532","Early Barremian","","130","125.45","53699"
"1247085","occ","","","152693","Mimamontsecia cretacea","species","310536","Early Barremian","","130","125.45","53700"
"1247086","occ","","","118913","Chalicoridulum montsecensis","species","310538","Early Barremian","","130","125.45","53700"
"1247088","occ","","","153157","Stellularis longirostris","species","310540","Late Barremian","","130","125.45","53701"
"1247089","occ","","","111714","Stellularis longirostris","species","310540","Late Barremian","","130","125.45","53701"
"1247159","occ","","","34899","Hemiptera","order","94230","Late Aptian","","122.46","112.03","53731"
"1247847","occ","","","164669","Cydnopsis deleta","species","212393","Sarmatian","","12.7","11.608","53808"
"1247856","occ","","","164670","Liasocoris hainmuelleri","species","310955","Early Toarcian","","183","182","53810"
"1247985","occ","","","125511","Vulcanoia membrosa","species","311016","Late Aptian","","122.46","112.03","53822"
"1248102","occ","","","109196","Tibicina haematodes","species","311078","Piacenzian","","3.6","2.588","53834"
"1248103","occ","","","109196","Cicada orni","species","311080","Piacenzian","","3.6","2.588","53834"
"1248104","occ","","","109196","Cicadidae","family","71745","Piacenzian","","3.6","2.588","53834"
"1248960","occ","","","147606","Intercader saxonicus","species","311566","Priabonian","","38","33.9","53881"
"1248961","occ","","","123419","Sinalda applanata","species","311567","Priabonian","","38","33.9","53882"
"1248962","occ","","","120813","Paleocader","genus","289220","Priabonian","","38","33.9","53883"
"1248963","occ","","","132371","Parasinalda baltica","species","289229","Priabonian","","38","33.9","53883"
"1249360","occ","","","109625","Bothriobaltia pietrzeniukae","species","230511","Priabonian","","38","33.9","40958"
"1249516","occ","","","105044","Lutevanaphis permiana","species","312055","Artinskian","","290.1","279.3","53942"
"1249520","occ","","","125984","Coryphocorixa zhangi","species","312079","Tithonian","","152.1","145","53955"
"1249521","occ","","","125977","Coryphocorixa zhangi","species","312079","Tithonian","","152.1","145","53955"
"1249522","occ","","","152133","Coryphocorixa zhangi","species","312079","Tithonian","","152.1","145","53955"
"1249543","occ","","","104748","Coryphocorixa zhangi","species","312079","Tithonian","","152.1","145","53955"
"1249544","occ","","","104748","Jurategia laticlavalis","species","312081","Tithonian","","152.1","145","53955"
"1249545","occ","","","104748","Jurategia yaoi","species","312082","Tithonian","","152.1","145","53955"
"1249546","occ","","","104748","Shartegonaucoris weitingae","species","312084","Tithonian","","152.1","145","53955"
"1249562","occ","","","121394","Coryphocorixa zhangi","species","312079","Tithonian","","152.1","145","53955"
"1249563","occ","","","121394","Jurategia laticlavalis","species","312081","Tithonian","","152.1","145","53955"
"1249564","occ","","","121394","Mesoveliidae","family","193104","Tithonian","","152.1","145","53955"
"1249565","occ","","","121394","Veliidae","family","208188","Tithonian","","152.1","145","53955"
"1249651","occ","","","104748","Dellashara tega","species","282093","Tithonian","","152.1","145","48874"
"1249652","occ","","","121394","Pterotella shartegensis","species","297567","Tithonian","","152.1","145","51803"
"1250183","occ","","","125980","Coryphocorixa zhangi","species","312079","Tithonian","","152.1","145","53955"
"1250290","occ","","","104748","Velocipedinae","subfamily","231210","Tithonian","","152.1","145","53955"
"1250291","occ","","","104748","Nabidae","family","231212","Tithonian","","152.1","145","53955"
"1250292","occ","","","104748","Vetanthocoridae","family","231221","Tithonian","","152.1","145","53955"
"1250293","occ","","","104748","Coreoidea","superfamily","176444","Tithonian","","152.1","145","53955"
"1250294","occ","","","104748","Coreoidea","superfamily","176444","Tithonian","","152.1","145","53955"
"1250484","occ","","","165051","Enicocephalidae","family","213538","Holocene","","0.0117","0","54000"
"1250495","occ","","","165051","Hemitriecphora strongii","species","312310","Holocene","","0.0117","0","53998"
"1251787","occ","","","165251","Lufengnacta corrugis","species","312529","Norian","","228","208.5","54048"
"1251858","occ","","","165270","Neocorum trivenose","species","312531","Paleocene","Eocene","66","33.9","54048"
"1251859","occ","","","165271","Neocorum trivenose","species","312531","Paleocene","Eocene","66","33.9","54048"
"1251860","occ","","","165272","Nisocercopis validis","species","312533","Paleocene","Eocene","66","33.9","54048"
"1251866","occ","","","123766","Archemyiomma carvalhoi","species","312570","Priabonian","","38","33.9","54071"
"1252484","occ","","","123493","Pityococcus moniliformalis","species","312970","Priabonian","","38","33.9","54107"
"1252485","occ","","","124463","Heteromargarodes hukamsinghi","species","312964","Ypresian","","56","47.8","54107"
"1252486","occ","","","124463","Normarkicoccus cambayae","species","312989","Ypresian","","56","47.8","54107"
"1252487","occ","","","111688","Pseudoweitschatus audebertis","species","312958","Early Cenomanian","","99.6","93.5","54107"
"1252488","occ","","","111688","Kozarius perpetuus","species","312961","Early Cenomanian","","99.6","93.5","54107"
"1252489","occ","","","111688","Kozarius achronus","species","312962","Early Cenomanian","","99.6","93.5","54107"
"1252490","occ","","","111688","Alacrena peculiaris","species","312977","Early Cenomanian","","99.6","93.5","54107"
"1252491","occ","","","111688","Magnilens glaesaria","species","312979","Early Cenomanian","","99.6","93.5","54107"
"1252492","occ","","","111688","Pedicellicoccus marginatus","species","312981","Early Cenomanian","","99.6","93.5","54107"
"1252493","occ","","","111688","Gilderius eukrinops","species","312985","Early Cenomanian","","99.6","93.5","54107"
"1252494","occ","","","111688","Rosahendersonia prisca","species","312987","Early Cenomanian","","99.6","93.5","54107"
"1252495","occ","","","123017","Hodgsonicoccus patefactus","species","312967","Barremian","","129.4","125","54107"
"1252496","occ","","","122471","Apticoccus fortis","species","312972","Late Barremian","","130","125.45","54107"
"1252497","occ","","","122471","Xiphos vani","species","312975","Late Barremian","","130","125.45","54107"
"1252498","occ","","","122471","Williamsicoccus megalops","species","312983","Late Barremian","","130","125.45","54107"
"1252499","occ","","","138801","Apticoccus longitenuis","species","312973","Early Barremian","","130","125.45","54107"
"1252663","occ","","","110737","Hoffeinsia foldii","species","313157","Priabonian","","38","33.9","54131"
"1252664","occ","","","165568","Arnoldus capitatus","species","313154","Priabonian","","38","33.9","54131"
"1252665","occ","","","120813","Hoffeinsia foldii","species","313157","Priabonian","","38","33.9","54131"
"1252666","occ","","","123419","Hoffeinsia foldii","species","313157","Priabonian","","38","33.9","54131"
"1252667","occ","","","165567","Xylococcus grabenhorsti","species","313151","Priabonian","","38","33.9","54131"
"1252668","occ","","","165567","Xylococcus kutscheri","species","313152","Priabonian","","38","33.9","54131"
"1252669","occ","","","165567","Arnoldus capitatus","species","313154","Priabonian","","38","33.9","54131"
"1252670","occ","","","165567","Arnoldus clavatus","species","313155","Priabonian","","38","33.9","54131"
"1252671","occ","","","165567","Arnoldus","genus","313153","Priabonian","","38","33.9","54131"
"1252672","occ","","","165567","Hoffeinsia foldii","species","313157","Priabonian","","38","33.9","54131"
"1252673","occ","","","147606","Xylococcus grabenhorsti","species","313151","Priabonian","","38","33.9","54131"
"1252674","occ","","","123769","Hoffeinsia foldii","species","313157","Priabonian","","38","33.9","54131"
"1252675","occ","","","149491","Hoffeinsia foldii","species","313157","Priabonian","","38","33.9","54131"
"1252676","occ","","","165569","Hoffeinsia foldii","species","313157","Priabonian","","38","33.9","54131"
"1252677","occ","","","124273","Hoffeinsia foldii","species","313157","Priabonian","","38","33.9","54131"
"1252678","occ","","","165567","Lithuanicoccus damzeni","species","313159","Priabonian","","38","33.9","54131"
"1252679","occ","","","110735","Lithuanicoccus damzeni","species","313159","Priabonian","","38","33.9","54131"
"1252680","occ","","","123419","Lithuanicoccus damzeni","species","313159","Priabonian","","38","33.9","54131"
"1252681","occ","","","124273","Lithuanicoccus damzeni","species","313159","Priabonian","","38","33.9","54131"
"1252682","occ","","","165567","Lithuanicoccus kosmowskae","species","313160","Priabonian","","38","33.9","54131"
"1252683","occ","","","165567","Lithuanicoccus","genus","313158","Priabonian","","38","33.9","54131"
"1252684","occ","","","123419","Lithuanicoccus","genus","313158","Priabonian","","38","33.9","54131"
"1252685","occ","","","165568","Weitschatus stigmatus","species","313162","Priabonian","","38","33.9","54131"
"1252686","occ","","","165567","Weitschatus stigmatus","species","313162","Priabonian","","38","33.9","54131"
"1252687","occ","","","110735","Weitschatus stigmatus","species","313162","Priabonian","","38","33.9","54131"
"1252688","occ","","","123419","Weitschatus stigmatus","species","313162","Priabonian","","38","33.9","54131"
"1252689","occ","","","123766","Weitschatus stigmatus","species","313162","Priabonian","","38","33.9","54131"
"1252690","occ","","","123762","Weitschatus stigmatus","species","313162","Priabonian","","38","33.9","54131"
"1252691","occ","","","165569","Weitschatus stigmatus","species","313162","Priabonian","","38","33.9","54131"
"1252692","occ","","","147606","Weitschatus stigmatus","species","313162","Priabonian","","38","33.9","54131"
"1252693","occ","","","165567","Weitschatus vysniauskasi","species","313163","Priabonian","","38","33.9","54131"
"1252694","occ","","","165567","Weitschatus","genus","313161","Priabonian","","38","33.9","54131"
"1252695","occ","","","123762","Weitschatus","genus","313161","Priabonian","","38","33.9","54131"
"1252696","occ","","","165568","Weitschatus","genus","313161","Priabonian","","38","33.9","54131"
"1252697","occ","","","124227","Weitschatus","genus","313161","Priabonian","","38","33.9","54131"
"1252698","occ","","","110735","Grohnus eichmanni","species","313165","Priabonian","","38","33.9","54131"
"1252699","occ","","","165567","Grohnus eichmanni","species","313165","Priabonian","","38","33.9","54131"
"1252700","occ","","","165567","Serafinus acutipterus","species","313167","Priabonian","","38","33.9","54131"
"1252701","occ","","","110735","Serafinus acutipterus","species","313167","Priabonian","","38","33.9","54131"
"1253030","occ","","","165602","Shaandongia longxianensis","species","313512","Ladinian","","242","237","54149"
"1253150","occ","","","165673","Mesocixiella shaanxiensis","species","313513","Ladinian","","242","237","54149"
"1253332","occ","","","165704","Heteroptera","suborder","70516","Middle Pleistocene","","0.781","0.126","54163"
"1253565","occ","","","165737","Heteroptera","suborder","70516","Zanclean","","5.333","3.6","54178"
"1254052","occ","","","140015","Daoaphis magnalata","species","314036","Callovian","Oxfordian","166.1","157.3","54237"
"1254533","occ","","","166082","Heteroptera","suborder","70516","Late Pleistocene","","0.126","0.0117","54285"
"1254550","occ","","","166083","Heteroptera","suborder","70516","Late Pleistocene","","0.126","0.0117","54285"
"1254567","occ","","","166084","Heteroptera","suborder","70516","Late Pleistocene","","0.126","0.0117","54285"
"1255954","occ","","","124475","Schizoptera dominicana","species","315303","Burdigalian","Langhian","20.44","13.82","54409"
"1255955","occ","","","134455","Hypselosoma dominicana","species","315312","Burdigalian","Langhian","20.44","13.82","54409"
"1255956","occ","","","134455","Schizoptera hispaniolae","species","315304","Burdigalian","Langhian","20.44","13.82","54409"
"1255957","occ","","","104053","Lumatibialis burmitis","species","315306","Early Cenomanian","","99.6","93.5","54409"
"1255958","occ","","","104053","Hexaphlebia burmanica","species","315308","Early Cenomanian","","99.6","93.5","54409"
"1255989","occ","","","123456","Leptopharsa tacanae","species","315313","Early Miocene","","23.03","15.97","54410"
"1255990","occ","","","105536","Archeoviparosiphum baissense","species","227588","Aptian","","125","113","54411"
"1256995","occ","","","153736","Grimaldinia pronotalis","species","315906","Early Cenomanian","","99.6","93.5","54490"
"1257145","occ","","","117610","Cicadocoris varians","species","315937","Callovian","Oxfordian","166.1","157.3","54506"
"1257147","occ","","","122997","Metoisops punctatus","species","307927","Priabonian","","38","33.9","54508"
"1257148","occ","","","123862","Metoisops akingbohungbei","species","315940","Priabonian","","38","33.9","54508"
"1257149","occ","","","110735","Metoisops groehni","species","315941","Priabonian","","38","33.9","54508"
"1257150","occ","","","110735","Metoisops intergerivus","species","315942","Priabonian","","38","33.9","54508"
"1257151","occ","","","122591","Metoisops punctatodiffusus","species","315943","Priabonian","","38","33.9","54508"
"1257152","occ","","","122591","Metoisops variabilis","species","315944","Priabonian","","38","33.9","54508"
"1257153","occ","","","147606","Metoisops grabenhorsti","species","315945","Priabonian","","38","33.9","54508"
"1257154","occ","","","123419","Metoisops consimilis","species","315946","Priabonian","","38","33.9","54508"
"1259004","occ","","","167150","Paratettigarcta zealandica","species","316487","Aquitanian","Burdigalian","23.03","15.97","54560"
"1261305","occ","","","122591","Hallodapomimus antennatus","species","317407","Priabonian","","38","33.9","54700"
"1261337","occ","","","113994","Pentatoma chambonensis","species","317444","Piacenzian","","3.6","2.588","44462"
"1261338","occ","","","113994","Eurydema brevicollis","species","212441","Piacenzian","","3.6","2.588","44462"
"1261339","occ","","","113996","Anisops","genus","279572","Piacenzian","","3.6","2.588","44462"
"1261350","occ","","","113996","Cydnopsis scutellaris","species","212396","Piacenzian","","3.6","2.588","44462"
"1261351","occ","","","113996","Cydnopsis pygmaea","species","211720","Piacenzian","","3.6","2.588","44462"
"1261352","occ","","","113996","Pentatoma magna","species","317431","Piacenzian","","3.6","2.588","44462"
"1261353","occ","","","113996","Nezara subtropicalis","species","317445","Piacenzian","","3.6","2.588","44462"
"1261354","occ","","","113996","Coreites dubius","species","317432","Piacenzian","","3.6","2.588","44462"
"1261355","occ","","","113996","Pachymerus grassei","species","317433","Piacenzian","","3.6","2.588","44462"
"1261360","occ","","","167550","Saucrolus silvai","species","292197","Aptian","","125","113","54711"
"1261364","occ","","","122987","Gallegomorphoptila acostai","species","212944","Carnian","","237","228","54712"
"1261908","occ","","","123493","Arctorthezia baltica","species","247495","Priabonian","","38","33.9","43011"
"1262222","occ","","","157092","Saldula","genus","302985","Late Pleistocene","","0.126","0.0117","54738"
"1262338","occ","","","167662","Corixa","genus","71803","Late Pleistocene","","0.126","0.0117","54738"
"1262339","occ","","","167662","Gerris","genus","204696","Late Pleistocene","","0.126","0.0117","54738"
"1262340","occ","","","167662","Saldula","genus","302985","Late Pleistocene","","0.126","0.0117","54738"
"1262341","occ","","","167662","Psyllidae","family","187147","Late Pleistocene","","0.126","0.0117","54738"
"1263141","occ","","","167760","Wathondara kotejai","species","317971","Early Cenomanian","","99.6","93.5","54803"
"1263195","occ","","","167773","Meimuna protopalifera","species","317997","Early Miocene","","23.03","15.97","54814"
"1263196","occ","","","162750","Yezoterpnosia nigricosta","species","317998","Middle Pleistocene","","0.781","0.126","54814"
"1263378","occ","","","138946","Homoeocerus attenuatus","species","318158","Middle Miocene","","15.97","11.608","36942"
"1263379","occ","","","138946","Aneurus opertus","species","318169","Middle Miocene","","15.97","11.608","36942"
"1263380","occ","","","138944","Lygaeus daulus","species","318168","Middle Miocene","","15.97","11.608","36942"
"1263381","occ","","","138944","Reduvius piceus","species","318171","Middle Miocene","","15.97","11.608","36942"
"1263383","occ","","","138945","Notobitiella perpetis","species","318156","Middle Miocene","","15.97","11.608","36942"
"1263384","occ","","","138945","Paradasynus venustus","species","318160","Middle Miocene","","15.97","11.608","36942"
"1263385","occ","","","138945","Ichnomnematus hadromastigus","species","318162","Middle Miocene","","15.97","11.608","36942"
"1263386","occ","","","138945","Oxyproctus relictus","species","318164","Middle Miocene","","15.97","11.608","36942"
"1263387","occ","","","138945","Trisegmentatus onymus","species","318167","Middle Miocene","","15.97","11.608","36942"
"1263388","occ","","","138945","Reduvius diatomus","species","295251","Middle Miocene","","15.97","11.608","36942"
"1263389","occ","","","138945","Reduvius nicus","species","318170","Middle Miocene","","15.97","11.608","36942"
"1263390","occ","","","138945","Reduvius immitus","species","318172","Middle Miocene","","15.97","11.608","36942"
"1263391","occ","","","138945","Oncocephalus astutus","species","318174","Middle Miocene","","15.97","11.608","36942"
"1263834","occ","","","120811","Ochyrocoris electrina","species","280686","Priabonian","","38","33.9","47510"
"1263835","occ","","","120811","Matsucoccus pinnatus","species","285940","Priabonian","","38","33.9","47510"
"1263836","occ","","","123419","Palaeophlebus hoffeinorum","species","318481","Priabonian","","38","33.9","54873"
"1263837","occ","","","165567","Palaeophlebus hoffeinorum","species","318481","Priabonian","","38","33.9","54873"
"1263838","occ","","","165567","Palaeophlebus kotejai","species","318482","Priabonian","","38","33.9","54873"
"1263923","occ","","","157555","Titanocercopis borealis","species","318624","Callovian","Oxfordian","166.1","157.3","54884"
"1264955","occ","","","118216","Baissotea infanta","species","319122","Aptian","","125","113","55031"
"1264956","occ","","","105796","Baissotea infanta","species","319122","Aptian","","125","113","55031"
"1264957","occ","","","122329","Baissotea infanta","species","319122","Aptian","","125","113","55031"
"1264958","occ","","","168041","Baissotea infanta","species","319122","Aptian","","125","113","55031"
"1264959","occ","","","103657","Baissotea peregrina","species","319123","Aptian","","125","113","55031"
"1264960","occ","","","103657","Baissotea infanta","species","319122","Aptian","","125","113","55031"
"1264961","occ","","","103655","Baissotea popovi","species","319124","Aptian","","125","113","55031"
"1268450","occ","","","119466","Gesaris gnapo","species","319838","Paleocene","","66","56","55177"
"1275425","occ","","","169353","Cicadellidae","family","175505","Late Pleistocene","","0.126","0.0117","55325"
"1277022","occ","","","169462","Notonectidae","family","71385","Chadronian","","37.2","33.9","55392"
"1278073","occ","","","169856","Notonectidae","family","71385","Early Oligocene","","33.9","28.4","55423"
"1280436","occ","","","169965","Aneurus (Aneurodellus) goitschenus","species","321651","Priabonian","","38","33.9","55455"
"1280437","occ","","","147606","Aradus grabenhorsti","species","321652","Priabonian","","38","33.9","55455"
"1280438","occ","","","123862","Aradus grabenhorsti","species","321652","Priabonian","","38","33.9","55455"
"1280439","occ","","","123770","Aradus grabenhorsti","species","321652","Priabonian","","38","33.9","55455"
"1280440","occ","","","124273","Calisius balticus","species","280396","Priabonian","","38","33.9","55455"
"1280441","occ","","","149475","Calisius balticus","species","280396","Priabonian","","38","33.9","55455"
"1280442","occ","","","169966","Calisius balticus","species","280396","Priabonian","","38","33.9","55455"
"1280443","occ","","","123862","Aradus macrosomus","species","321656","Priabonian","","38","33.9","55456"
"1280446","occ","","","123862","Paleocader gusenleitnerorum","species","321659","Priabonian","","38","33.9","55458"
"1280447","occ","","","110735","Parasinalda groehni","species","321663","Priabonian","","38","33.9","55459"
"1280947","occ","","","104053","Myanmezira longicornis","species","321918","Early Cenomanian","","99.6","93.5","55504"
"1280948","occ","","","104053","Microaradus anticus","species","321922","Early Cenomanian","","99.6","93.5","55504"
"1280949","occ","","","153736","Microaradus anticus","species","321922","Early Cenomanian","","99.6","93.5","55504"
"1281513","occ","","","123862","Aneurus (Paraneurosoma) ursulae","species","322068","Priabonian","","38","33.9","55533"
"1283201","occ","","","28006","Iberonepa","genus","261552","Late Barremian","","130","125.45","55576"
"1286011","occ","","","153157","Longilanceolatus tenellus","species","324163","Late Barremian","","130","125.45","55748"
"1286012","occ","","","153157","Curvicaudus spinosus","species","324164","Late Barremian","","130","125.45","55748"
"1286013","occ","","","138325","Curvicaudus spinosus","species","324164","Late Barremian","","130","125.45","55748"
"1286471","occ","","","157555","Anthoscytina brevineura","species","324373","Callovian","Oxfordian","166.1","157.3","55774"
"1286472","occ","","","157555","Anthoscytina elegans","species","324374","Callovian","Oxfordian","166.1","157.3","55774"
"1289793","occ","","","110735","Thaumastotingis areolatus","species","326121","Priabonian","","38","33.9","55952"
"1289794","occ","","","123862","Thaumastotingis areolatus","species","326121","Priabonian","","38","33.9","55952"
